product_id,variant_id,title,category,brand,base_price,variant_price,color,size,sku,inventory_quantity,availability,launch_datetime,active,image_url,description
P0021,P0021-V1,Product lDnzNX - Green M,Clothing,BrandD,159.55,200.48,Green,M,ac0096f8-0469-44f9-aff3-5c2ded7137c7,139,preorder,2025-05-01T07:00:30.077244,False,https://picsum.photos/seed/0ztPT/400/400,Variant of Product lDnzNX with color Green and size M.
P0021,P0021-V2,Product lDnzNX - Blue XL,Clothing,BrandD,159.55,141.1,Blue,XL,1bfaf461-415d-45ca-b766-c05477de4113,103,in stock,2024-09-29T07:00:30.077274,True,https://picsum.photos/seed/B6olU/400/400,Variant of Product lDnzNX with color Blue and size XL.
P0022,P0022-V1,Product 71CawI - Red XXL,Electronics,BrandC,499.13,539.28,Red,XXL,f07c5ff7-25dd-42e1-b1c2-0dbe0f9ca506,219,in stock,2025-04-27T07:00:30.077314,False,https://picsum.photos/seed/24u8l/400/400,Variant of Product 71CawI with color Red and size XXL.
P0022,P0022-V2,Product 71CawI - Green XXL,Electronics,BrandC,499.13,529.52,Green,XXL,75049d10-4f42-4531-b6ef-fd7c4930e682,51,out of stock,2024-12-06T07:00:30.077347,True,https://picsum.photos/seed/6NOdL/400/400,Variant of Product 71CawI with color Green and size XXL.
P0022,P0022-V3,Product 71CawI - Black S,Electronics,BrandC,499.13,484.26,Black,S,77a9048b-6526-4370-8277-9835f18308ff,135,out of stock,2025-03-13T07:00:30.077375,True,https://picsum.photos/seed/y6BN8/400/400,Variant of Product 71CawI with color Black and size S.
P0023,P0023-V1,Product LrEtT9 - Red XXL,Home,BrandD,453.42,477.92,Red,XXL,3a981a28-4137-4178-b543-a40eb66d5c0c,54,preorder,2025-02-19T07:00:30.077410,True,https://picsum.photos/seed/RyIbY/400/400,Variant of Product LrEtT9 with color Red and size XXL.
P0023,P0023-V2,Product LrEtT9 - White L,Home,BrandD,453.42,455.57,White,L,f1663189-4f6c-415f-94be-c88f859df259,174,out of stock,2024-10-13T07:00:30.077428,True,https://picsum.photos/seed/j8Kvg/400/400,Variant of Product LrEtT9 with color White and size L.
P0024,P0024-V1,Product Rpkn7p - Orange L,Clothing,BrandB,78.58,128.11,Orange,L,c1634b1a-c86f-4059-9fd8-53c2d702bd60,331,in stock,2024-11-05T07:00:30.077463,False,https://picsum.photos/seed/ZhaWl/400/400,Variant of Product Rpkn7p with color Orange and size L.
P0024,P0024-V2,Product Rpkn7p - Green XXL,Clothing,BrandB,78.58,116.13,Green,XXL,754dac45-17e6-47d2-9600-e24a534ce563,360,out of stock,2024-10-26T07:00:30.077490,True,https://picsum.photos/seed/5AEuD/400/400,Variant of Product Rpkn7p with color Green and size XXL.
P0024,P0024-V3,Product Rpkn7p - Green L,Clothing,BrandB,78.58,107.4,Green,L,3126d8b5-cc58-488d-9d7d-b8b156077b35,59,out of stock,2025-08-19T07:00:30.077508,False,https://picsum.photos/seed/UDuZc/400/400,Variant of Product Rpkn7p with color Green and size L.
P0024,P0024-V4,Product Rpkn7p - White XS,Clothing,BrandB,78.58,70.97,White,XS,e0944a39-0753-4efb-84d4-74c0ccc4d0b1,149,in stock,2024-10-30T07:00:30.077530,True,https://picsum.photos/seed/TX4YF/400/400,Variant of Product Rpkn7p with color White and size XS.
P0025,P0025-V1,Product 6wUYoW - Black XS,Electronics,BrandB,153.89,151.74,Black,XS,cb8bd463-c359-44c1-a86d-b4c6b902948f,290,out of stock,2024-11-15T07:00:30.077570,True,https://picsum.photos/seed/ifGWG/400/400,Variant of Product 6wUYoW with color Black and size XS.
P0025,P0025-V2,Product 6wUYoW - Black S,Electronics,BrandB,153.89,136.6,Black,S,99957b60-2d1e-4930-a6b5-06f032005860,166,in stock,2024-10-27T07:00:30.077606,False,https://picsum.photos/seed/vfj2t/400/400,Variant of Product 6wUYoW with color Black and size S.
P0026,P0026-V1,Product wJ8Msl - Green XS,Electronics,BrandA,379.85,366.73,Green,XS,7c029a22-02cc-4bf9-9a85-3ee5d4b2989d,366,out of stock,2025-02-14T07:00:30.077654,True,https://picsum.photos/seed/Caqy0/400/400,Variant of Product wJ8Msl with color Green and size XS.
P0026,P0026-V2,Product wJ8Msl - Black XXL,Electronics,BrandA,379.85,363.87,Black,XXL,bcbdeff7-293c-43cc-a67e-a206e6a83260,336,preorder,2025-04-25T07:00:30.077684,False,https://picsum.photos/seed/FOKQr/400/400,Variant of Product wJ8Msl with color Black and size XXL.
P0027,P0027-V1,Product wJOFZq - White XS,Toys,BrandB,126.37,119.38,White,XS,07f3420e-cfa7-4f68-92ed-76dbe8320709,407,out of stock,2025-09-09T07:00:30.077719,True,https://picsum.photos/seed/ewZkl/400/400,Variant of Product wJOFZq with color White and size XS.
P0027,P0027-V2,Product wJOFZq - White XL,Toys,BrandB,126.37,173.76,White,XL,72c48704-71a7-48c6-bcda-382c433b0a16,238,preorder,2025-06-29T07:00:30.077747,False,https://picsum.photos/seed/RfyJN/400/400,Variant of Product wJOFZq with color White and size XL.
P0027,P0027-V3,Product wJOFZq - Green XL,Toys,BrandB,126.37,175.9,Green,XL,8b5fb304-5e2a-452f-854f-8529eabd82f8,440,out of stock,2025-01-22T07:00:30.077768,False,https://picsum.photos/seed/CU3Mk/400/400,Variant of Product wJOFZq with color Green and size XL.
P0028,P0028-V1,Product xkvk3A - Black M,Home,BrandC,249.19,236.99,Black,M,74a4edd9-4ddd-44d3-9e85-f0c89e09facb,425,in stock,2025-08-30T07:00:30.077802,False,https://picsum.photos/seed/pFr8U/400/400,Variant of Product xkvk3A with color Black and size M.
P0028,P0028-V2,Product xkvk3A - Green L,Home,BrandC,249.19,258.09,Green,L,0131d85c-a570-4184-9d6c-c84a3e4120cc,45,preorder,2025-04-04T07:00:30.077843,True,https://picsum.photos/seed/g9KmB/400/400,Variant of Product xkvk3A with color Green and size L.
P0028,P0028-V3,Product xkvk3A - Red XXL,Home,BrandC,249.19,271.11,Red,XXL,0c5ad0f7-a283-4ffe-886e-c58474fab737,45,preorder,2025-05-23T07:00:30.077888,False,https://picsum.photos/seed/dCmcC/400/400,Variant of Product xkvk3A with color Red and size XXL.
P0028,P0028-V4,Product xkvk3A - Blue L,Home,BrandC,249.19,240.64,Blue,L,1206a1be-f62c-43cd-8ee7-0239a181542b,133,preorder,2025-09-19T07:00:30.077919,False,https://picsum.photos/seed/BwHKa/400/400,Variant of Product xkvk3A with color Blue and size L.
P0029,P0029-V1,Product JiCqBh - Blue XXL,Sports,BrandB,357.89,386.56,Blue,XXL,f7a77d37-f583-4364-9132-bdb41bc3a0dc,417,out of stock,2025-07-16T07:00:30.077954,True,https://picsum.photos/seed/u7rr4/400/400,Variant of Product JiCqBh with color Blue and size XXL.
P0030,P0030-V1,Product lWmZUb - Green L,Sports,BrandA,350.11,367.34,Green,L,f642d732-b746-4b12-86ae-a3f07fec54f4,17,out of stock,2025-01-11T07:00:30.077992,True,https://picsum.photos/seed/Oik5e/400/400,Variant of Product lWmZUb with color Green and size L.
P0030,P0030-V2,Product lWmZUb - White L,Sports,BrandA,350.11,340.38,White,L,1173e278-a39e-4f72-8c8d-c85f3dee2d62,172,out of stock,2025-03-19T07:00:30.078027,True,https://picsum.photos/seed/QJv5g/400/400,Variant of Product lWmZUb with color White and size L.
P0030,P0030-V3,Product lWmZUb - Orange M,Sports,BrandA,350.11,337.98,Orange,M,dfe7cee5-e7a1-4b11-8967-1df6a18fcf80,182,out of stock,2024-09-25T07:00:30.078055,True,https://picsum.photos/seed/zHVqU/400/400,Variant of Product lWmZUb with color Orange and size M.
P0030,P0030-V4,Product lWmZUb - Yellow L,Sports,BrandA,350.11,386.71,Yellow,L,375cc479-9d14-46ff-8e43-45d788054bcf,15,preorder,2025-07-22T07:00:30.078075,True,https://picsum.photos/seed/Q8Iey/400/400,Variant of Product lWmZUb with color Yellow and size L.
P0031,P0031-V1,Product yrfDIF - Yellow XS,Home,BrandD,286.71,306.77,Yellow,XS,7a4e3c82-0d28-49ca-b3f5-f976d30e5819,109,in stock,2024-12-15T07:00:30.078119,True,https://picsum.photos/seed/G3Elz/400/400,Variant of Product yrfDIF with color Yellow and size XS.
P0031,P0031-V2,Product yrfDIF - Red S,Home,BrandD,286.71,288.33,Red,S,2e921e67-7101-45d9-9166-6c3898186dcf,375,out of stock,2025-08-16T07:00:30.078148,False,https://picsum.photos/seed/vI3Zg/400/400,Variant of Product yrfDIF with color Red and size S.
P0031,P0031-V3,Product yrfDIF - Black XL,Home,BrandD,286.71,311.75,Black,XL,9d858fdf-df2c-4d7a-87dc-306cccfd351c,2,out of stock,2025-02-28T07:00:30.078171,False,https://picsum.photos/seed/ka6r9/400/400,Variant of Product yrfDIF with color Black and size XL.
P0032,P0032-V1,Product whVNhY - White M,Clothing,BrandD,205.69,251.25,White,M,5a5c0a55-9443-4dd0-ac89-dbcbd213ddd0,94,in stock,2024-09-26T07:00:30.078206,False,https://picsum.photos/seed/muVmg/400/400,Variant of Product whVNhY with color White and size M.
P0032,P0032-V2,Product whVNhY - Red XS,Clothing,BrandD,205.69,253.32,Red,XS,775d0618-a994-4870-9a9a-edd3217a94cb,371,preorder,2025-06-05T07:00:30.078224,False,https://picsum.photos/seed/Mwj6x/400/400,Variant of Product whVNhY with color Red and size XS.
P0032,P0032-V3,Product whVNhY - Black S,Clothing,BrandD,205.69,235.45,Black,S,775ce264-fe7f-4a88-8f53-6be762c0e657,284,out of stock,2024-11-21T07:00:30.078240,False,https://picsum.photos/seed/hcQSa/400/400,Variant of Product whVNhY with color Black and size S.
P0033,P0033-V1,Product 9AnIVc - Green L,Home,BrandC,105.18,135.53,Green,L,585d075a-b80e-41a5-b35b-5c53c8aeeb11,454,in stock,2024-11-27T07:00:30.078274,False,https://picsum.photos/seed/OiqcW/400/400,Variant of Product 9AnIVc with color Green and size L.
P0033,P0033-V2,Product 9AnIVc - Blue XS,Home,BrandC,105.18,154.19,Blue,XS,67621a56-7739-4063-8ada-0d4b3c6abbdc,61,preorder,2025-08-18T07:00:30.078292,True,https://picsum.photos/seed/ZBWux/400/400,Variant of Product 9AnIVc with color Blue and size XS.
P0034,P0034-V1,Product ql8ZC8 - Red XXL,Toys,BrandC,379.31,378.25,Red,XXL,200e08bd-2844-46a3-bd39-05d004bb893e,25,preorder,2024-12-30T07:00:30.078329,False,https://picsum.photos/seed/tH2wa/400/400,Variant of Product ql8ZC8 with color Red and size XXL.
P0035,P0035-V1,Product Ipcd2R - Black M,Electronics,BrandB,200.55,195.79,Black,M,552ba9c1-0f95-4b64-97d9-c0b7b1a3dec7,212,out of stock,2024-09-29T07:00:30.078364,True,https://picsum.photos/seed/BXtuH/400/400,Variant of Product Ipcd2R with color Black and size M.
P0035,P0035-V2,Product Ipcd2R - Green XS,Electronics,BrandB,200.55,214.14,Green,XS,ec23c162-fa1d-4fef-a1bf-a9052a28e33a,114,in stock,2024-10-01T07:00:30.078389,True,https://picsum.photos/seed/2SFHP/400/400,Variant of Product Ipcd2R with color Green and size XS.
P0035,P0035-V3,Product Ipcd2R - Black L,Electronics,BrandB,200.55,198.57,Black,L,65aab7af-8ac2-4319-8a85-8c5f42ca9b46,346,in stock,2024-10-13T07:00:30.078409,False,https://picsum.photos/seed/PVnEb/400/400,Variant of Product Ipcd2R with color Black and size L.
P0036,P0036-V1,Product ldlpxg - Black L,Home,BrandD,70.96,109.64,Black,L,27605122-5850-4fd2-992e-f8a859b04778,401,out of stock,2024-10-20T07:00:30.078445,False,https://picsum.photos/seed/9aG9X/400/400,Variant of Product ldlpxg with color Black and size L.
P0036,P0036-V2,Product ldlpxg - Green XL,Home,BrandD,70.96,75.34,Green,XL,54d402ed-702d-4597-bef5-81c33ce7a925,206,in stock,2025-03-02T07:00:30.078473,True,https://picsum.photos/seed/vsY4f/400/400,Variant of Product ldlpxg with color Green and size XL.
P0037,P0037-V1,Product 7BaCjN - Green M,Sports,BrandA,325.63,320.65,Green,M,11fe0f0b-ee0c-4032-9484-e50393063565,65,out of stock,2025-04-30T07:00:30.078510,True,https://picsum.photos/seed/uvpYd/400/400,Variant of Product 7BaCjN with color Green and size M.
P0037,P0037-V2,Product 7BaCjN - Blue XS,Sports,BrandA,325.63,336.99,Blue,XS,1dc13cec-f088-441e-9881-1272e58c1317,25,out of stock,2024-12-06T07:00:30.078538,True,https://picsum.photos/seed/5M3ht/400/400,Variant of Product 7BaCjN with color Blue and size XS.
P0037,P0037-V3,Product 7BaCjN - Red XL,Sports,BrandA,325.63,319.13,Red,XL,c1c2f962-4236-4aa4-8a67-dde813dce55f,31,in stock,2025-07-20T07:00:30.078566,True,https://picsum.photos/seed/FGJw4/400/400,Variant of Product 7BaCjN with color Red and size XL.
P0038,P0038-V1,Product wZY9h3 - Green XL,Clothing,BrandA,111.81,114.62,Green,XL,82d631af-371b-4bed-97d0-931300f6ae82,210,in stock,2025-03-16T07:00:30.078604,True,https://picsum.photos/seed/azR2L/400/400,Variant of Product wZY9h3 with color Green and size XL.
P0038,P0038-V2,Product wZY9h3 - Green M,Clothing,BrandA,111.81,99.05,Green,M,8b13ac47-2ff1-4927-8723-30ed4e6824d5,226,out of stock,2025-08-16T07:00:30.078622,False,https://picsum.photos/seed/O9LeP/400/400,Variant of Product wZY9h3 with color Green and size M.
P0038,P0038-V3,Product wZY9h3 - Yellow S,Clothing,BrandA,111.81,157.4,Yellow,S,79a8a83d-0066-4117-a253-73b71273725e,416,out of stock,2025-02-17T07:00:30.078638,False,https://picsum.photos/seed/LWNSB/400/400,Variant of Product wZY9h3 with color Yellow and size S.
P0038,P0038-V4,Product wZY9h3 - Blue M,Clothing,BrandA,111.81,100.66,Blue,M,c4fcd5a8-3f58-4e46-aaac-534c087117b2,333,in stock,2025-01-22T07:00:30.078659,False,https://picsum.photos/seed/v92QM/400/400,Variant of Product wZY9h3 with color Blue and size M.
P0039,P0039-V1,Product qKPNhU - White XXL,Electronics,BrandD,112.7,122.17,White,XXL,5ae7d41e-0801-4a6d-9035-c2b1ec72e694,477,in stock,2024-11-15T07:00:30.078709,False,https://picsum.photos/seed/ljpiH/400/400,Variant of Product qKPNhU with color White and size XXL.
P0040,P0040-V1,Product HY9WlV - Orange XS,Home,BrandA,162.04,154.98,Orange,XS,477d5e61-8096-4fc8-9e3e-14a048c1449d,388,out of stock,2024-09-30T07:00:30.078749,False,https://picsum.photos/seed/4vreg/400/400,Variant of Product HY9WlV with color Orange and size XS.
P0040,P0040-V2,Product HY9WlV - Blue XL,Home,BrandA,162.04,195.64,Blue,XL,79f17026-2a7e-4674-bcc9-92f77426004a,295,in stock,2025-09-22T07:00:30.078776,False,https://picsum.photos/seed/aJ1Do/400/400,Variant of Product HY9WlV with color Blue and size XL.
